36,380
46,381
40,382
44,383
46,384
52,385
38,386
44,387
34,388
32,389
44,390
38,391
214,392
34,393
36,394
36,395
40,396
34,397
34,398
30,399
30,400
36,401
38,402
48,403
32,404
50,405
40,406
40,407
478,408
38,409
30,410
36,411
36,412
144,413
34,414
34,415
44,416
36,417
36,418
28,419
38,420
30,421
42,422
32,423
234,424
32,425
30,426
28,427
28,428
36,429
32,430
38,431
36,432
30,433
30,434
28,435
28,436
28,437
30,438
30,439
800,440
370,441
28,442
34,443
36,444
36,445
26,446
36,447
38,448
26,449
34,450
30,451
30,452
28,453
32,454
38,455
156,456
32,457
34,458
28,459
28,460
26,461
36,462
38,463
32,464
34,465
32,466
32,467
30,468
28,469
30,470
36,471
266,472
30,473
38,474
34,475
30,476
28,477
30,478
28,479
54,480
34,481
52,482
146,483
58,484
88,485
52,486
58,487
156,488
30,489
30,490
44,491
32,492
56,493
34,494
36,495
48,496
36,497
44,498
28,499
36,500
30,501
42,502
68,503
502,504
42,505
30,506
66,507
54,508
40,509
42,510
42,511
64,512
42,513
44,514
40,515
42,516
52,517
30,518
34,519
434,520
38,521
46,522
76,523
44,524
34,525
32,526
30,527
60,528
40,529
42,530
44,531
36,532
42,533
40,534
30,535
1400,536
26,537
28,538
32,539
36,540
28,541
32,542
32,543
34,544
30,545
28,546
24,547
26,548
26,549
30,550
40,551
622,552
50,553
48,554
40,555
30,556
42,557
44,558
36,559
48,560
30,561
50,562
30,563
30,564
30,565
52,566
40,567
934,568
42,569
30,570
30,571
36,572
38,573
26,574
26,575
178,576
24,577
24,578
38,579
34,580
242,581
36,582
32,583
354,584
42,585
32,586
46,587
32,588
40,589
46,590
30,591
184,592
42,593
34,594
26,595
44,596
30,597
32,598
28,599
232,600
36,601
30,602
34,603
46,604
32,605
48,606
42,607
70,608
42,609
28,610
36,611
32,612
220,613
36,614
54,615
186,616
36,617
32,618
36,619
28,620
28,621
32,622
36,623
306,624
28,625
52,626
36,627
36,628
50,629
34,630
38,631
288,632
26,633
24,634
34,635
34,636
36,637
214,638
28,639
58,640
44,641
30,642
40,643
36,644
40,645
40,646
40,647
56,648
44,649
44,650
38,651
68,652
36,653
50,654
38,655
66,656
56,657
34,658
38,659
30,660
42,661
30,662
34,663
58,664
44,665
44,666
24,667
32,668
34,669
30,670
28,671
46,672
28,673
30,674
28,675
36,676
24,677
28,678
28,679
60,680
28,681
40,682
24,683
30,684
24,685
26,686
28,687
44,688
24,689
28,690
34,691
40,692
26,693
30,694
38,695
220,696
70,697
52,698
62,699
40,700
60,701
34,702
46,703
64,704
68,705
32,706
38,707
32,708
34,709
30,710
32,711
52,712
74,713
24,714
24,715
24,716
22,717
24,718
22,719
36,720
22,721
22,722
24,723
22,724
22,725
22,726
20,727
306,728
22,729
22,730
22,731
32,732
34,733
28,734
26,735
24,736
24,737
38,738
46,739
34,740
78,741
22,742
20,743
220,744
24,745
24,746
24,747
26,748
26,749
24,750
24,751
24,752
24,753
22,754
24,755
22,756
22,757
22,758
24,759
146,760
24,761
26,762
24,763
26,764
30,765
24,766
22,767
26,768
22,769
24,770
24,771
24,772
24,773
22,774
22,775
136,776
24,777
24,778
22,779
22,780
22,781
26,782
24,783
24,784
24,785
746,786
24,787
22,788
22,789
24,790
24,791
26,792
22,793
24,794
24,795
22,796
24,797
22,798
22,799
46,800
26,801
24,802
24,803
26,804
24,805
20,806
22,807
24,808
24,809
24,810
24,811
26,812
24,813
26,814
24,815
24,816
26,817
26,818
24,819
24,820
28,821
24,822
24,823
24,824
30,825
24,826
464,827
24,828
24,829
26,830
26,831
26,832
22,833
26,834
24,835
24,836
26,837
26,838
22,839
24,840
522,841
26,842
26,843
22,844
26,845
24,846
26,847
26,848
24,849
24,850
24,851
24,852
24,853
578,854
30,855
1238,856
24,857
22,858
22,859
22,860
22,861
22,862
24,863
48,864
28,865
24,866
24,867
24,868
24,869
26,870
24,871
40,872
22,873
24,874
26,875
24,876
28,877
24,878
24,879
40,880
40,881
40,882
42,883
46,884
94,885
44,886
44,887
42,888
30,889
28,890
24,891
26,892
26,893
22,894
24,895
26,896
24,897
22,898
24,899
22,900
22,901
24,902
22,903
42,904
26,905
24,906
24,907
26,908
26,909
24,910
24,911
26,912
24,913
28,914
26,915
22,916
24,917
24,918
26,919
40,920
22,921
22,922
24,923
22,924
22,925
24,926
22,927
24,928
24,929
20,930
24,931
24,932
26,933
22,934
24,935
284,936
26,937
26,938
24,939
26,940
26,941
24,942
626,943
676,944
26,945
24,946
22,947
24,948
24,949
20,950
24,951
866,952
24,953
24,954
22,955
22,956
24,957
22,958
22,959
286,960
22,961
22,962
24,963
22,964
22,965
24,966
24,967
696,968
26,969
22,970
32,971
76,972
22,973
24,974
22,975
28,976
22,977
22,978
24,979
22,980
24,981
24,982
22,983
768,984
22,985
22,986
22,987
22,988
22,989
24,990
22,991
40,992
42,993
38,994
40,995
40,996
162,997
38,998
42,999
24,1000
24,1001
24,1002
24,1003
24,1004
30,1005
26,1006
24,1007
66,1008
30,1009
26,1010
24,1011
26,1012
24,1013
24,1014
26,1015
40,1016
26,1017
24,1018
24,1019
24,1020
24,1021
24,1022
24,1023
