154,0
32,1
22,2
28,3
28,4
28,5
44,6
24,7
28,8
30,9
22,10
26,11
32,12
28,13
36,14
26,15
48,16
30,17
34,18
28,19
28,20
26,21
30,22
32,23
30,24
26,25
26,26
24,27
24,28
38,29
24,30
28,31
36,32
32,33
24,34
24,35
28,36
30,37
26,38
26,39
34,40
28,41
24,42
26,43
26,44
22,45
24,46
24,47
54,48
26,49
26,50
44,51
28,52
52,53
22,54
24,55
42,56
32,57
34,58
32,59
34,60
28,61
28,62
26,63
28,64
28,65
28,66
36,67
26,68
36,69
28,70
26,71
30,72
24,73
30,74
34,75
26,76
32,77
26,78
32,79
52,80
32,81
28,82
24,83
24,84
30,85
22,86
24,87
30,88
28,89
26,90
22,91
28,92
28,93
28,94
24,95
24,96
24,97
22,98
22,99
24,100
22,101
24,102
22,103
24,104
20,105
22,106
22,107
24,108
24,109
22,110
24,111
24,112
24,113
22,114
24,115
22,116
22,117
32,118
30,119
26,120
24,121
24,122
22,123
24,124
24,125
24,126
22,127
24,128
24,129
20,130
20,131
24,132
22,133
46,134
24,135
188,136
52,137
30,138
32,139
34,140
32,141
30,142
30,143
32,144
32,145
30,146
32,147
32,148
28,149
36,150
32,151
198,152
24,153
26,154
26,155
24,156
24,157
26,158
24,159
26,160
26,161
24,162
24,163
24,164
24,165
24,166
26,167
142,168
26,169
26,170
24,171
24,172
26,173
26,174
26,175
24,176
24,177
24,178
24,179
24,180
24,181
26,182
24,183
142,184
26,185
24,186
26,187
24,188
24,189
26,190
24,191
24,192
22,193
24,194
22,195
22,196
24,197
22,198
22,199
162,200
22,201
22,202
28,203
24,204
26,205
26,206
24,207
32,208
28,209
26,210
24,211
24,212
28,213
26,214
26,215
168,216
30,217
30,218
30,219
30,220
30,221
30,222
30,223
30,224
26,225
26,226
24,227
26,228
28,229
26,230
24,231
166,232
26,233
28,234
32,235
26,236
32,237
30,238
26,239
30,240
32,241
32,242
28,243
30,244
28,245
30,246
30,247
148,248
28,249
28,250
28,251
30,252
30,253
30,254
32,255
80,256
36,257
30,258
32,259
28,260
30,261
30,262
30,263
158,264
32,265
30,266
34,267
30,268
28,269
30,270
32,271
32,272
30,273
24,274
30,275
32,276
26,277
34,278
30,279
148,280
32,281
24,282
24,283
26,284
26,285
26,286
24,287
30,288
30,289
26,290
26,291
30,292
28,293
30,294
26,295
30,296
28,297
30,298
28,299
30,300
30,301
28,302
26,303
30,304
30,305
30,306
28,307
32,308
30,309
32,310
28,311
148,312
24,313
26,314
26,315
26,316
26,317
26,318
26,319
28,320
26,321
24,322
26,323
26,324
24,325
26,326
26,327
30,328
28,329
30,330
30,331
30,332
30,333
30,334
32,335
172,336
28,337
32,338
30,339
32,340
38,341
38,342
150,343
422,344
36,345
30,346
34,347
58,348
28,349
36,350
36,351
190,352
36,353
52,354
32,355
32,356
30,357
24,358
30,359
170,360
30,361
24,362
32,363
30,364
40,365
42,366
36,367
38,368
36,369
52,370
40,371
40,372
36,373
44,374
54,375
248,376
34,377
42,378
36,379
